ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
88726,25/01/2015,"lunes, 26 de Enero de 2015",Critical,1389,Jean Khan,Corporate,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",California,1.74,1,0.06,4.08
88727,24/04/2015,"viernes, 24 de Abril de 2015",Not Specified,1391,Carolyn Greer,Consumer,Office Supplies,Pens & Art Supplies,Newell 340,California,2.88,1,0,0.7
88728,13/05/2015,"viernes, 15 de Mayo de 2015",High,1389,Jean Khan,Small Business,Office Supplies,Rubber Bands,Staples Metal Binder Clips,California,2.62,12,0.08,0.8
88729,03/06/2015,"viernes, 05 de Junio de 2015",High,1389,Jean Khan,Consumer,Office Supplies,Labels,Avery 494,California,2.61,17,0.09,0.5
88730,03/05/2015,"domingo, 10 de Mayo de 2015",Low,1391,Carolyn Greer,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,California,12.28,33,0.07,6.13
88731,16/05/2015,"lunes, 18 de Mayo de 2015",Critical,1390,Hazel Jones,Corporate,Technology,Telephones and Communication,T18,California,110.99,38,0.03,2.5
88731,16/05/2015,"sábado, 16 de Mayo de 2015",Critical,1390,Hazel Jones,Corporate,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",California,8.17,19,0.1,1.69
88745,16/01/2015,"miércoles, 21 de Enero de 2015",Low,3385,Daniel Richmond,Corporate,Technology,Telephones and Communication,M70,Ohio,125.99,6,0.01,8.99
88745,16/01/2015,"viernes, 16 de Enero de 2015",Low,3385,Daniel Richmond,Corporate,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Ohio,2.98,5,0.04,2.03
88746,03/05/2015,"martes, 05 de Mayo de 2015",Critical,3386,Carmen Elmore,Corporate,Office Supplies,Labels,Avery 494,Ohio,2.61,10,0,0.5
88746,03/05/2015,"miércoles, 06 de Mayo de 2015",Critical,3386,Carmen Elmore,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Ohio,25.38,35,0.04,8.99
88753,21/06/2015,"lunes, 22 de Junio de 2015",Not Specified,792,Holly Pate,Corporate,Office Supplies,Paper,Xerox 1993,Oklahoma,6.48,16,0.09,9.68
88758,15/01/2015,"jueves, 15 de Enero de 2015",Critical,2791,Dawn Larson,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Michigan,2.88,7,0.09,0.7
88766,16/06/2015,"miércoles, 17 de Junio de 2015",Critical,2720,Donna Block,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Georgia,40.48,6,0,19.99
88781,17/01/2015,"domingo, 18 de Enero de 2015",Medium,1708,Lillian Day,Small Business,Office Supplies,Envelopes,Staples Standard Envelopes,Ohio,5.68,10,0.05,1.39
88782,21/01/2015,"jueves, 22 de Enero de 2015",Not Specified,1709,Dennis Bowen,Consumer,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Pennsylvania,14.28,2,0.01,2.99
88783,10/05/2015,"martes, 12 de Mayo de 2015",Medium,1709,Dennis Bowen,Small Business,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Pennsylvania,95.43,33,0.04,19.99
88784,20/05/2015,"jueves, 21 de Mayo de 2015",Not Specified,1708,Lillian Day,Small Business,Technology,Telephones and Communication,T6185,Ohio,205.99,29,0.03,3
88794,09/01/2015,"sábado, 10 de Enero de 2015",Not Specified,2164,Harry Sellers,Small Business,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",California,5.38,3,0.01,7.57
88794,09/01/2015,"viernes, 09 de Enero de 2015",Not Specified,2164,Harry Sellers,Small Business,Office Supplies,Pens & Art Supplies,Newell 337,California,3.28,11,0.05,3.97
88794,09/01/2015,"domingo, 11 de Enero de 2015",Not Specified,2165,Melanie Knight,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Maine,2.78,6,0.09,0.97
88798,05/03/2015,"viernes, 06 de Marzo de 2015",Not Specified,2006,Cynthia Khan,Home Office,Office Supplies,Paper,Xerox 1950,Colorado,5.78,15,0.03,5.37
88814,11/06/2015,"viernes, 12 de Junio de 2015",High,2649,Leo J Olson,Corporate,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Maryland,39.98,5,0.01,4
88815,04/05/2015,"martes, 05 de Mayo de 2015",Critical,2650,Joanne Chu,Corporate,Technology,Telephones and Communication,Accessory41,Pennsylvania,35.99,26,0.05,5.99
88819,07/02/2015,"sábado, 07 de Febrero de 2015",Medium,2813,Marjorie Burnette,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,Tennessee,30.56,12,0.07,2.99
88824,21/03/2015,"lunes, 23 de Marzo de 2015",Not Specified,3258,Gretchen Best Wilkins,Consumer,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Washington,55.94,11,0.02,6.55
88825,26/05/2015,"miércoles, 27 de Mayo de 2015",Not Specified,3257,Sharon Marcus,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Washington,349.45,15,0.01,60
88826,13/05/2015,"viernes, 15 de Mayo de 2015",Medium,3257,Sharon Marcus,Consumer,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Washington,25.38,26,0,8.99
88836,23/03/2015,"miércoles, 25 de Marzo de 2015",Not Specified,3381,Christopher Norton Patterson,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Georgia,11.97,2,0.05,5.81
88837,26/03/2015,"domingo, 29 de Marzo de 2015",Critical,3379,Annette McIntyre,Corporate,Office Supplies,Paper,Xerox 1936,Georgia,19.98,12,0,5.97
88838,20/04/2015,"miércoles, 22 de Abril de 2015",Critical,3380,Eva Decker,Home Office,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Georgia,315.98,18,0.03,19.99
88838,20/04/2015,"martes, 21 de Abril de 2015",Critical,3380,Eva Decker,Home Office,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Georgia,63.94,8,0.03,14.48
88838,20/04/2015,"martes, 21 de Abril de 2015",Critical,3380,Eva Decker,Home Office,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Georgia,276.2,11,0.09,24.49
88839,25/04/2015,"domingo, 26 de Abril de 2015",Critical,3379,Annette McIntyre,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Georgia,3.14,18,0.05,1.92
88840,29/04/2015,"miércoles, 29 de Abril de 2015",Medium,3381,Christopher Norton Patterson,Home Office,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Georgia,28.53,18,0.02,1.49
88852,17/01/2015,"domingo, 18 de Enero de 2015",Critical,1531,Jon Ayers,Consumer,Office Supplies,Labels,Avery 508,Florida,4.91,6,0.07,0.5
88857,18/04/2015,"jueves, 23 de Abril de 2015",Low,1962,Sean Burton,Home Office,Office Supplies,Paper,Xerox 1937,Michigan,48.04,18,0.02,5.79
88857,18/04/2015,"sábado, 25 de Abril de 2015",Low,1962,Sean Burton,Home Office,Office Supplies,Paper,Xerox 1986,Michigan,6.68,1,0.04,4.91
88870,22/03/2015,"martes, 24 de Marzo de 2015",Medium,1940,Eileen McDonald,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Utah,6.84,1,0.08,8.37
88870,22/03/2015,"lunes, 23 de Marzo de 2015",Medium,1938,Franklin Spencer,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Kansas,152.48,4,0.1,4
88871,19/04/2015,"viernes, 24 de Abril de 2015",Low,1940,Eileen McDonald,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Utah,122.99,10,0.08,70.2
88871,19/04/2015,"domingo, 26 de Abril de 2015",Low,1940,Eileen McDonald,Corporate,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Utah,78.65,7,0,13.99
88879,04/03/2015,"jueves, 05 de Marzo de 2015",Critical,568,Peter McConnell,Consumer,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Mississippi,280.98,4,0.02,57
88880,15/04/2015,"miércoles, 15 de Abril de 2015",Not Specified,568,Peter McConnell,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Mississippi,70.97,12,0.09,3.5
88881,13/01/2015,"martes, 13 de Enero de 2015",Low,570,Katharine Bass,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Nevada,7.99,10,0.06,5.03
88882,01/04/2015,"viernes, 03 de Abril de 2015",Medium,568,Peter McConnell,Consumer,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Mississippi,67.28,16,0.08,19.99
88889,22/04/2015,"jueves, 23 de Abril de 2015",Medium,678,Edward McKenzie,Corporate,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Virginia,15.42,5,0.04,10.68
88890,04/03/2015,"jueves, 05 de Marzo de 2015",Medium,679,Katie Dougherty,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Washington,3.95,2,0.01,5.13
88890,04/03/2015,"jueves, 05 de Marzo de 2015",Medium,679,Katie Dougherty,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,Washington,367.99,17,0.02,19.99
88890,04/03/2015,"viernes, 06 de Marzo de 2015",Medium,680,Laurence Poe,Corporate,Technology,Telephones and Communication,T60,Washington,95.99,3,0.04,4.9
88899,18/02/2015,"viernes, 20 de Febrero de 2015",Critical,1065,Vicki Bond,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Illinois,15.99,23,0.01,13.18
88905,15/05/2015,"domingo, 17 de Mayo de 2015",Medium,494,Jimmy Alston Holder,Consumer,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Washington,8.32,12,0.06,2.38
88905,15/05/2015,"domingo, 17 de Mayo de 2015",Medium,494,Jimmy Alston Holder,Consumer,Office Supplies,Pens & Art Supplies,Newell 343,Washington,2.94,6,0.08,0.96
88906,20/01/2015,"miércoles, 21 de Enero de 2015",Not Specified,493,Douglas Buck,Consumer,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Washington,17.15,5,0.04,4.96
88906,20/01/2015,"jueves, 22 de Enero de 2015",Not Specified,493,Douglas Buck,Consumer,Office Supplies,Paper,Xerox 21,Washington,6.48,10,0.02,6.6
88907,10/02/2015,"miércoles, 11 de Febrero de 2015",Critical,494,Jimmy Alston Holder,Consumer,Office Supplies,Paper,Xerox 1897,Washington,4.98,10,0.01,6.07
88908,20/06/2015,"lunes, 22 de Junio de 2015",Critical,494,Jimmy Alston Holder,Consumer,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Washington,1360.14,6,0.02,14.7
88908,20/06/2015,"lunes, 22 de Junio de 2015",Not Specified,494,Jimmy Alston Holder,Consumer,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Washington,9.06,6,0.02,9.86
88921,02/04/2015,"sábado, 04 de Abril de 2015",Critical,197,Samantha Weaver,Small Business,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Kansas,161.55,19,0,19.99
88928,19/03/2015,"sábado, 21 de Marzo de 2015",Critical,383,Renee Alston,Corporate,Technology,Telephones and Communication,T8860,Pennsylvania,65.99,5,0.07,5.26
88928,19/03/2015,"jueves, 19 de Marzo de 2015",Critical,383,Renee Alston,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Pennsylvania,5.34,7,0.06,5.63
88929,01/05/2015,"viernes, 01 de Mayo de 2015",Not Specified,381,Danielle Watts,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Illinois,415.88,1,0.07,11.37
88940,30/03/2015,"martes, 31 de Marzo de 2015",Medium,271,Sam Rouse,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Georgia,80.97,12,0.1,30.06
88941,07/04/2015,"martes, 14 de Abril de 2015",Low,268,James Beck,Home Office,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Arizona,40.89,5,0.03,18.98
88941,07/04/2015,"domingo, 12 de Abril de 2015",Low,268,James Beck,Home Office,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Arizona,5.58,3,0.02,5.3
88942,05/06/2015,"viernes, 12 de Junio de 2015",Low,269,Calvin Boyette,Home Office,Furniture,Office Furnishings,Tenex Antistatic Computer Chair Mats,Arizona,170.98,7,0,13.99
88942,05/06/2015,"miércoles, 10 de Junio de 2015",Low,269,Calvin Boyette,Home Office,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Arizona,35.94,6,0.09,6.66
88942,05/06/2015,"domingo, 07 de Junio de 2015",Low,269,Calvin Boyette,Home Office,Office Supplies,Paper,Xerox 1922,Arizona,4.98,9,0.09,7.44
88958,17/01/2015,"domingo, 18 de Enero de 2015",Not Specified,2725,Katharine Hudson,Home Office,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Tennessee,28.15,10,0.05,6.17
88959,01/05/2015,"sábado, 02 de Mayo de 2015",Critical,2724,Erika Clapp,Home Office,Office Supplies,Paper,Xerox 1922,Tennessee,4.98,10,0.06,7.44
88959,01/05/2015,"domingo, 03 de Mayo de 2015",Critical,2724,Erika Clapp,Home Office,Office Supplies,Paper,Xerox 210,Tennessee,6.48,18,0.01,7.37
88971,27/04/2015,"martes, 28 de Abril de 2015",Not Specified,202,Max Small,Corporate,Office Supplies,Paper,Xerox 1933,Oklahoma,12.28,3,0.09,4.86
88972,16/01/2015,"domingo, 18 de Enero de 2015",High,202,Max Small,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Oklahoma,7.37,11,0.03,5.53
88974,13/06/2015,"sábado, 13 de Junio de 2015",High,2771,Kevin Wolfe,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Georgia,177.98,3,0.07,0.99
88975,08/03/2015,"martes, 10 de Marzo de 2015",Critical,2770,Joel Burnette,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Georgia,11.55,14,0.02,2.36
88998,13/03/2015,"sábado, 14 de Marzo de 2015",Medium,2484,Rhonda Bryant,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Florida,111.03,8,0.03,8.64
88998,13/03/2015,"sábado, 14 de Marzo de 2015",Medium,2484,Rhonda Bryant,Corporate,Office Supplies,Paper,Xerox 216,Florida,6.48,16,0.05,7.91
89004,12/03/2015,"viernes, 13 de Marzo de 2015",High,1027,Brian Bennett,Small Business,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,New York,51.98,9,0.05,10.17
89004,12/03/2015,"viernes, 13 de Marzo de 2015",High,1027,Brian Bennett,Small Business,Technology,Computer Peripherals,Keytronic French Keyboard,New York,73.98,5,0.1,4
89005,07/02/2015,"sábado, 07 de Febrero de 2015",Not Specified,1026,Eugene Kerr,Small Business,Technology,Telephones and Communication,i500plus,New York,65.99,22,0.08,5.92
89006,29/03/2015,"lunes, 30 de Marzo de 2015",Medium,1028,Marguerite Rodgers,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,New York,7.08,13,0.07,2.35
89007,08/05/2015,"sábado, 09 de Mayo de 2015",Not Specified,1028,Marguerite Rodgers,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",New York,83.1,20,0.05,6.13
89008,29/05/2015,"lunes, 01 de Junio de 2015",High,1026,Eugene Kerr,Small Business,Office Supplies,Labels,Avery 494,New York,2.61,22,0.07,0.5
89008,29/05/2015,"sábado, 30 de Mayo de 2015",High,1026,Eugene Kerr,Small Business,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",New York,5.98,26,0.1,3.85
89017,13/04/2015,"miércoles, 15 de Abril de 2015",Critical,2738,Sherri Kramer,Small Business,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Vermont,33.98,7,0.02,1.99
89018,22/04/2015,"viernes, 24 de Abril de 2015",Not Specified,2737,Rachel Bates,Small Business,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Vermont,100.98,8,0.05,7.18
89019,01/06/2015,"martes, 02 de Junio de 2015",Medium,2737,Rachel Bates,Small Business,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Vermont,15.31,12,0.03,8.78
89025,02/03/2015,"miércoles, 04 de Marzo de 2015",High,3187,Sidney Gilliam,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Florida,170.98,1,0.08,35.89
89039,10/01/2015,"domingo, 11 de Enero de 2015",Critical,1976,Sherri F Vogel,Consumer,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Michigan,70.98,8,0.05,46.74
89039,10/01/2015,"lunes, 12 de Enero de 2015",Critical,1976,Sherri F Vogel,Consumer,Office Supplies,Pens & Art Supplies,Newell 309,Michigan,11.55,12,0.05,2.36
89040,20/05/2015,"jueves, 21 de Mayo de 2015",Medium,1974,Robert Brantley,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Michigan,15.67,3,0.06,1.39
89040,20/05/2015,"jueves, 21 de Mayo de 2015",Medium,1974,Robert Brantley,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Michigan,20.48,5,0.09,6.32
89041,23/03/2015,"miércoles, 25 de Marzo de 2015",Critical,1976,Sherri F Vogel,Consumer,Office Supplies,Paper,Xerox 1893,Michigan,40.99,14,0.06,17.48
89047,22/05/2015,"sábado, 23 de Mayo de 2015",Medium,2976,Fred Barber,Small Business,Technology,Telephones and Communication,Accessory31,Wisconsin,35.99,41,0.01,0.99
89053,24/05/2015,"lunes, 25 de Mayo de 2015",Not Specified,2422,Arlene Wiggins Dalton,Home Office,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Texas,150.98,12,0.05,43.71
89054,21/01/2015,"lunes, 26 de Enero de 2015",Low,2423,Nicholas Wallace,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Texas,100.98,4,0.04,7.18
89055,22/01/2015,"sábado, 24 de Enero de 2015",Medium,2422,Arlene Wiggins Dalton,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Texas,3.89,10,0.09,7.01
89059,21/02/2015,"lunes, 23 de Febrero de 2015",High,875,Erika Fink,Small Business,Technology,Telephones and Communication,CF 688,Utah,155.99,4,0.09,8.99
89059,21/02/2015,"domingo, 22 de Febrero de 2015",High,875,Erika Fink,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Utah,4.37,18,0.04,5.15
89071,09/01/2015,"sábado, 10 de Enero de 2015",Critical,3017,Melvin Benton,Corporate,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,California,3.98,11,0.03,0.7
89071,09/01/2015,"sábado, 10 de Enero de 2015",Critical,3017,Melvin Benton,Corporate,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,California,5.58,1,0.01,5.3
89076,25/06/2015,"sábado, 27 de Junio de 2015",Not Specified,1442,Rodney Field,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Missouri,177.98,15,0.04,0.99
89077,30/01/2015,"martes, 03 de Febrero de 2015",Low,1442,Rodney Field,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Missouri,15.99,7,0.02,13.18
89077,30/01/2015,"viernes, 30 de Enero de 2015",Low,1442,Rodney Field,Corporate,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Missouri,46.94,10,0.09,6.77
89083,02/01/2015,"domingo, 04 de Enero de 2015",Critical,950,Jane Shah,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Minnesota,40.98,1,0.06,2.99
89084,22/03/2015,"domingo, 22 de Marzo de 2015",Low,950,Jane Shah,Consumer,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Minnesota,1500.97,1,0.05,29.7
89084,22/03/2015,"domingo, 29 de Marzo de 2015",Low,950,Jane Shah,Consumer,Office Supplies,Pens & Art Supplies,Newell 320,Minnesota,4.28,1,0.03,1.6
89084,22/03/2015,"jueves, 26 de Marzo de 2015",Low,950,Jane Shah,Consumer,Office Supplies,Paper,Xerox 1910,Minnesota,48.04,5,0.02,5.09
89092,12/02/2015,"domingo, 15 de Febrero de 2015",High,191,Gerald Kearney,Corporate,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Illinois,80.48,1,0.01,4.5
89092,12/02/2015,"viernes, 13 de Febrero de 2015",High,190,Lloyd Norris,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Illinois,58.1,3,0.1,1.49
